asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name
201908_nosql.pdf,http://www.themathcompany.com/cognition/the_newest_member_of_their_team,the newest member of their team,pcode,member of their team,http://www.themathcompany.com/cognition/their_team,their team
201908_nosql.pdf,http://www.themathcompany.com/cognition/their_team,their team,P527,has part,http://www.themathcompany.com/cognition/the_newest_member_of_their_team,the newest member of their team
201908_nosql.pdf,http://www.themathcompany.com/cognition/the_newest_member_of_their_team,the newest member of their team,pcode,member of,http://www.themathcompany.com/cognition/their_team,their team
201908_nosql.pdf,http://www.themathcompany.com/cognition/tabular_format,tabular format,P279,subclass of,http://www.themathcompany.com/cognition/translatable,translatable
201908_nosql.pdf,http://www.themathcompany.com/cognition/specialized_databases,specialized databases,P461,opposite of,http://www.themathcompany.com/cognition/tabular_format,tabular format
201908_nosql.pdf,http://www.themathcompany.com/cognition/voice_input,voice input,P279,subclass of,http://www.themathcompany.com/cognition/data_capture,data capture
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Visualize_it,Visualize it,P460,said to be the same as,http://www.themathcompany.com/cognition/break_it,break it
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/break_it,break it,P460,said to be the same as,http://www.themathcompany.com/cognition/Visualize_it,Visualize it
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/grand_vision,grand vision,P1269,facet of,http://www.themathcompany.com/cognition/business_leaders,business leaders
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/big_why,big why,pcode,derivative work,http://www.themathcompany.com/cognition/read_the_big_why,read the big why
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/read_the_big_why,read the big why,pcode,based on,http://www.themathcompany.com/cognition/big_why,big why
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/KYUN_maara,KYUN maara,P527,has part,http://www.themathcompany.com/cognition/Kattappa_ne_Bahubali_ko_KYUN_maara,Kattappa ne Bahubali ko KYUN maara
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/bun_dresser,bun dresser,P279,subclass of,http://www.themathcompany.com/cognition/multi_mixer,multi mixer
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/best_us_can_be,best us can be,P460,said to be the same as,http://www.themathcompany.com/cognition/truest_values,truest values
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/truest_values,truest values,P460,said to be the same as,http://www.themathcompany.com/cognition/best_us_can_be,best us can be
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/product_stands_for,product stands for,P176,manufacturer,http://www.themathcompany.com/cognition/product_team,product team
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/product_teams,product teams,P425,field of this occupation,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/product_stands_for,product stands for,P3095,practiced by,http://www.themathcompany.com/cognition/product_teams,product teams
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P1269,facet of,http://www.themathcompany.com/cognition/product_teams,product teams
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/big_why,big why,P279,subclass of,http://www.themathcompany.com/cognition/What_is_it_that_will_guide,What is it that will guide
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/one_documentary,one documentary,P921,main subject,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/things_us_value_most,things us value most,P1889,different from,http://www.themathcompany.com/cognition/things_we_value_most,things we value most
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/things_we_value_most,things we value most,P1889,different from,http://www.themathcompany.com/cognition/things_us_value_most,things us value most
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/spearing_fish,spearing fish,P279,subclass of,http://www.themathcompany.com/cognition/making_fires,making fires
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P3095,practiced by,http://www.themathcompany.com/cognition/Product_leader,Product leader
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_leader,Product leader,P425,field of this occupation,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/the_greatest_story,the greatest story,P1542,has effect,http://www.themathcompany.com/cognition/sat_on_the_throne,sat on the throne
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/sat_on_the_throne,sat on the throne,P828,has cause,http://www.themathcompany.com/cognition/the_greatest_story,the greatest story
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Delivery_CD,Continuous Delivery CD,P155,follows,http://www.themathcompany.com/cognition/Continuous_Integration_CI,Continuous Integration CI
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Integration_CI,Continuous Integration CI,P156,followed by,http://www.themathcompany.com/cognition/Continuous_Delivery_CD,Continuous Delivery CD
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/commits,commits,P1269,facet of,http://www.themathcompany.com/cognition/continuously_integrated,continuously integrated
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/high_performers,high performers,P461,opposite of,http://www.themathcompany.com/cognition/low_performers,low performers
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/low_performers,low performers,P461,opposite of,http://www.themathcompany.com/cognition/high_performers,high performers
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/High_performers,High performers,P461,opposite of,http://www.themathcompany.com/cognition/low_performers,low performers
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/low_performers,low performers,P461,opposite of,http://www.themathcompany.com/cognition/High_performers,High performers
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/DevOps_Research_and_Assessment,DevOps Research and Assessment,pcode,founded by,http://www.themathcompany.com/cognition/Jez_Humble,Jez Humble
201912_alexa.pdf,http://www.themathcompany.com/cognition/wake_word,wake word,P279,subclass of,http://www.themathcompany.com/cognition/programmed_word,programmed word
201912_alexa.pdf,http://www.themathcompany.com/cognition/Wake_work,Wake work,P2283,uses,http://www.themathcompany.com/cognition/Invocation_Name,Invocation Name
201912_alexa.pdf,http://www.themathcompany.com/cognition/Wake_work,Wake work,P2283,uses,http://www.themathcompany.com/cognition/Invocation_name,Invocation name
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/The_Problem_with_the_Problem_Statement_Extracting_Text_from_an_image,The Problem with the Problem Statement Extracting Text from an image,P279,subclass of,http://www.themathcompany.com/cognition/Problem_Statement_Extracting_Text_from_an_image,Problem Statement Extracting Text from an image
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/tools_available_in_the_industry,tools available in the industry,P527,has part,http://www.themathcompany.com/cognition/trained_on_thousands_of_samples,trained on thousands of samples
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/trained_on_thousands_of_samples,trained on thousands of samples,P361,part of,http://www.themathcompany.com/cognition/tools_available_in_the_industry,tools available in the industry
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Pre_-_processing,Pre - processing,P279,subclass of,http://www.themathcompany.com/cognition/scanned,scanned
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyTesseract,PyTesseract,P366,use,http://www.themathcompany.com/cognition/Text_Extraction,Text Extraction
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyTesseract,PyTesseract,P31,instance of,http://www.themathcompany.com/cognition/free_resource,free resource
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyTesseract,PyTesseract,P366,use,http://www.themathcompany.com/cognition/OCR_engine,OCR engine
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/extraction_for_PDF,extraction for PDF,P1889,different from,http://www.themathcompany.com/cognition/extraction_for_Images,extraction for Images
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/extraction_for_Images,extraction for Images,P1889,different from,http://www.themathcompany.com/cognition/extraction_for_PDF,extraction for PDF
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyPDF2,PyPDF2,P366,use,http://www.themathcompany.com/cognition/Extraction_from_PDF,Extraction from PDF
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PDFMiner,PDFMiner,P366,use,http://www.themathcompany.com/cognition/Extraction_from_PDF,Extraction from PDF
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/selling_on_the_applications,selling on the applications,P1889,different from,http://www.themathcompany.com/cognition/actually_work,actually work
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/actually_work,actually work,P1889,different from,http://www.themathcompany.com/cognition/selling_on_the_applications,selling on the applications
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/How_does_this_thing_actually_work,How does this thing actually work,P1269,facet of,http://www.themathcompany.com/cognition/actually_work,actually work
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_prediction_model,Sequence prediction model,P279,subclass of,http://www.themathcompany.com/cognition/prediction_model,prediction model
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/LSTMs_Long_Short_Term_Memory,LSTMs Long Short Term Memory,P279,subclass of,http://www.themathcompany.com/cognition/Recurrent_Neural_Network_Architectures,Recurrent Neural Network Architectures
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Image_Caption_generation,Image Caption generation,P279,subclass of,http://www.themathcompany.com/cognition/Text_Translation,Text Translation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Text_Translation,Text Translation,P361,part of,http://www.themathcompany.com/cognition/Text_and_Speech_Generation,Text and Speech Generation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Natural_Language_modeling_and_Generation,Natural Language modeling and Generation,P361,part of,http://www.themathcompany.com/cognition/Text_and_Speech_Generation,Text and Speech Generation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Types_of_Sequence_Prediction_problems,Types of Sequence Prediction problems,P279,subclass of,http://www.themathcompany.com/cognition/Sequence_prediction_problems,Sequence prediction problems
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_prediction_problem,Sequence prediction problem,P31,instance of,http://www.themathcompany.com/cognition/4_categories,4 categories
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/4_categories,4 categories,P527,has part,http://www.themathcompany.com/cognition/Sequence_prediction_problem,Sequence prediction problem
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_Generation,Sequence Generation,P361,part of,http://www.themathcompany.com/cognition/Multi_-_Step_Time_series_Forecasting,Multi - Step Time series Forecasting
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Multi_-_Step_Time_series_Forecasting,Multi - Step Time series Forecasting,P527,has part,http://www.themathcompany.com/cognition/Sequence_Generation,Sequence Generation
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Sequence_to_Sequence_Prediction,Sequence to Sequence Prediction,P366,use,http://www.themathcompany.com/cognition/Multi_-_Step_Time_series_Forecasting,Multi - Step Time series Forecasting
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/TimeseriesGenerator,TimeseriesGenerator,P366,use,http://www.themathcompany.com/cognition/fitted_with_data,fitted with data
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Accuracies_and_Loss_plots,Accuracies and Loss plots,P366,use,http://www.themathcompany.com/cognition/feedforward_networks,feedforward networks
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Understanding_-_LSTMs,Understanding - LSTMs,P361,part of,http://www.themathcompany.com/cognition/Neural_-_Network_-_for_-_Time,Neural - Network - for - Time
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Seth_Weidmans_Textbook,Seth Weidmans Textbook,P527,has part,http://www.themathcompany.com/cognition/Deep_Learning_from_Scratch,Deep Learning from Scratch
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/Deep_Learning_from_Scratch,Deep Learning from Scratch,P361,part of,http://www.themathcompany.com/cognition/Seth_Weidmans_Textbook,Seth Weidmans Textbook
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/David_Fosters_Textbook,David Fosters Textbook,P921,main subject,http://www.themathcompany.com/cognition/Generative_Deep_Learning,Generative Deep Learning
202002_sequencemodelingandlstm.pdf,http://www.themathcompany.com/cognition/David_Fosters_Textbook,David Fosters Textbook,P50,author,http://www.themathcompany.com/cognition/Srivatsa_Kanchibotla,Srivatsa Kanchibotla
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/lnkd.ingn5XzcuV,lnkd.ingn5XzcuV,P31,instance of,http://www.themathcompany.com/cognition/Ransomware_recovery_readiness,Ransomware recovery readiness
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/lnkd.indMcTQvfA,lnkd.indMcTQvfA,P31,instance of,http://www.themathcompany.com/cognition/security_baseline,security baseline
azuresecuritytips.pdf,http://www.themathcompany.com/cognition/Cloud_Adoption_Framework,Cloud Adoption Framework,P31,instance of,http://www.themathcompany.com/cognition/getting_started_guide,getting started guide
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P31,instance of,http://www.themathcompany.com/cognition/Conceptual_Guide,Conceptual Guide
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P366,use,http://www.themathcompany.com/cognition/personalised_ads,personalised ads
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Third_-_Party_cookie,Third - Party cookie,P1889,different from,http://www.themathcompany.com/cognition/First_-_Party_cookie,First - Party cookie
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/First_-_Party_cookie,First - Party cookie,P1889,different from,http://www.themathcompany.com/cognition/Third_-_Party_cookie,Third - Party cookie
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Third_-_Party_cookies,Third - Party cookies,P1889,different from,http://www.themathcompany.com/cognition/First_-_Party_cookies,First - Party cookies
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/First_-_Party_cookies,First - Party cookies,P1889,different from,http://www.themathcompany.com/cognition/Third_-_Party_cookies,Third - Party cookies
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/First_-_party_cookie,First - party cookie,P461,opposite of,http://www.themathcompany.com/cognition/Third_-_Party_cookie,Third - Party cookie
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Third_-_Party_cookie,Third - Party cookie,P461,opposite of,http://www.themathcompany.com/cognition/First_-_party_cookie,First - party cookie
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room,P361,part of,http://www.themathcompany.com/cognition/Identity_Resolution_with_Clean_Room,Identity Resolution with Clean Room
datacleanroom-aconceptualguide.pdf,http://www.themathcompany.com/cognition/Identity_Resolution_with_Clean_Room,Identity Resolution with Clean Room,P527,has part,http://www.themathcompany.com/cognition/Data_Clean_Room,Data Clean Room
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Cramr,Cramr,pcode,notable work,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy_MMD,Maximum Mean Discrepancy MMD
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Regressor_Uncertainty,Regressor Uncertainty,P279,subclass of,http://www.themathcompany.com/cognition/Classifier_Uncertainty,Classifier Uncertainty
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/for_i,for i,P361,part of,http://www.themathcompany.com/cognition/categoricalfeaturename,categoricalfeaturename
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/categoricalfeaturename,categoricalfeaturename,P527,has part,http://www.themathcompany.com/cognition/for_i,for i
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/categoricalfeaturename,categoricalfeaturename,P527,has part,http://www.themathcompany.com/cognition/inplaceTrue,inplaceTrue
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inplaceTrue,inplaceTrue,P361,part of,http://www.themathcompany.com/cognition/categoricalfeaturename,categoricalfeaturename
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/refdfiencodedref,refdfiencodedref,P31,instance of,http://www.themathcompany.com/cognition/test_class,test class
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/KSDriftxref,KSDriftxref,P31,instance of,http://www.themathcompany.com/cognition/test_class,test class
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/ksobj.predictxtest,ksobj.predictxtest,P31,instance of,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/ksobj.predictxtest,ksobj.predictxtest,P31,instance of,http://www.themathcompany.com/cognition/drifttypefeature,drifttypefeature
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/kspreddatadistance9,kspreddatadistance9,P527,has part,http://www.themathcompany.com/cognition/kspreddata,kspreddata
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/kspreddata,kspreddata,P361,part of,http://www.themathcompany.com/cognition/kspreddatadistance9,kspreddatadistance9
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/statval,statval,P527,has part,http://www.themathcompany.com/cognition/pval,pval
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/pval,pval,P361,part of,http://www.themathcompany.com/cognition/statval,statval
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/kspreddatadistance9,kspreddatadistance9,P527,has part,http://www.themathcompany.com/cognition/statval,statval
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/statval,statval,P527,has part,http://www.themathcompany.com/cognition/kspreddatadistance9,kspreddatadistance9
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/statval,statval,pcode,has,http://www.themathcompany.com/cognition/kspreddata,kspreddata
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/kspreddata,kspreddata,P527,has part,http://www.themathcompany.com/cognition/statval,statval
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/xrefpreprocessed,xrefpreprocessed,P279,subclass of,http://www.themathcompany.com/cognition/preprocessed,preprocessed
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nfeatures,nfeatures,P361,part of,http://www.themathcompany.com/cognition/K_-_S_test,K - S test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/K_-_S_test,K - S test,P527,has part,http://www.themathcompany.com/cognition/nfeatures,nfeatures
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inputshape,inputshape,P279,subclass of,http://www.themathcompany.com/cognition/Shape_of_input_data,Shape of input data
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/xrefpreprocessed,xrefpreprocessed,P279,subclass of,http://www.themathcompany.com/cognition/preprocessatinit,preprocessatinit
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/inputshape,inputshape,P279,subclass of,http://www.themathcompany.com/cognition/Optionally_pass_the_shape,Optionally pass the shape
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/batchsize,batchsize,P1269,facet of,http://www.themathcompany.com/cognition/memory_issues,memory issues
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nkernelcenters,nkernelcenters,P361,part of,http://www.themathcompany.com/cognition/Gaussian_kernel_model,Gaussian kernel model
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Gaussian_kernel_model,Gaussian kernel model,P527,has part,http://www.themathcompany.com/cognition/nkernelcenters,nkernelcenters
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy_MMD,Maximum Mean Discrepancy MMD,P1269,facet of,http://www.themathcompany.com/cognition/Gaussian_kernel_model,Gaussian kernel model
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/lambdardmax,lambdardmax,P279,subclass of,http://www.themathcompany.com/cognition/Maximum_Mean_Discrepancy_MMD,Maximum Mean Discrepancy MMD
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Chi_-_Squared,Chi - Squared,P31,instance of,http://www.themathcompany.com/cognition/categoriesperfeature,categoriesperfeature
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/pval,pval,P1269,facet of,http://www.themathcompany.com/cognition/Chi_-_Squared_test,Chi - Squared test
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nfolds,nfolds,P279,subclass of,http://www.themathcompany.com/cognition/stratified_folds,stratified folds
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/trainsize,trainsize,P1889,different from,http://www.themathcompany.com/cognition/nfolds,nfolds
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/nfolds,nfolds,P1889,different from,http://www.themathcompany.com/cognition/trainsize,trainsize
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/Optional_random_seed,Optional random seed,P279,subclass of,http://www.themathcompany.com/cognition/fold_selection,fold selection
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/trainkwargs,trainkwargs,P279,subclass of,http://www.themathcompany.com/cognition/kwargs,kwargs
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/TorchDataset,TorchDataset,pcode,based on,http://www.themathcompany.com/cognition/torch.utils,torch.utils
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/torch.utils,torch.utils,pcode,derivative work,http://www.themathcompany.com/cognition/TorchDataset,TorchDataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/TorchDataset,TorchDataset,P361,part of,http://www.themathcompany.com/cognition/torch.utils,torch.utils
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/torch.utils,torch.utils,P527,has part,http://www.themathcompany.com/cognition/TorchDataset,TorchDataset
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/TFDataset,TFDataset,P361,part of,http://www.themathcompany.com/cognition/tf.keras,tf.keras
datadrift-alibi.pdf,http://www.themathcompany.com/cognition/tf.keras,tf.keras,P527,has part,http://www.themathcompany.com/cognition/TFDataset,TFDataset
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Evidently_AI,Evidently AI,P2283,uses,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension,P527,has part,http://www.themathcompany.com/cognition/jupyter_nbextension_enable_evidently_--py_--sys_-_prefix,jupyter nbextension enable evidently --py --sys - prefix
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/jupyter_nbextension_enable_evidently_--py_--sys_-_prefix,jupyter nbextension enable evidently --py --sys - prefix,P361,part of,http://www.themathcompany.com/cognition/jupyter_nbextension,jupyter nbextension
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame,P366,use,http://www.themathcompany.com/cognition/datasets,datasets
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame,P2283,uses,http://www.themathcompany.com/cognition/Pandas_DataFrame_format,Pandas DataFrame format
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/Pandas_DataFrame_format,Pandas DataFrame format,P1535,used by,http://www.themathcompany.com/cognition/Pandas_DataFrame,Pandas DataFrame
datadrift-evidentlyai.pdf,http://www.themathcompany.com/cognition/columnmapping,columnmapping,P279,subclass of,http://www.themathcompany.com/cognition/Column_Mapping,Column Mapping
